	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15.5	16	16.5	17	18	19	Number of timepoints	Question answers	Question answers en	Question answers en human	Question answers human	Question en
anders / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4lh		1	{"1": "anders"}	{"1": "other"}	1: other	1: anders	other / at which level do(es) your (foster)child(ren) follow an education? (class 4)
weet ik niet / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4li		1	{"1": "weet ik niet"}	{"1": "i do not know"}	1: i do not know	1: weet ik niet	i do not know / at which level do(es) your (foster)child(ren) follow an education? (class 4)
voortgezet onderwijs klas 5 / in welke groep/klas zit(ten) uw (pleeg)kind(eren)?																				covt18_homeschool_adu_q_1_d5		1	{"1": "voortgezet onderwijs klas 5"}	{"1": "secondary school class 5"}	1: secondary school class 5	1: voortgezet onderwijs klas 5	secondary school class 5 / in which group or class is/are your (foster)child(ren) enrolled?
hoe vaak ging(en) uw (pleeg)kind(eren) gemiddeld per week naar de noodopvang? (klas 5)																				covt18_homeschool_adu_q_1_d5a		1	{"3": "2 dagen", "5": "4 dagen", "4": "3 dagen", "1": "0 dagen", "2": "1 dag", "6": "5 dagen", "7": "weet ik niet"}	{"3": "2 days", "5": "4 days", "4": "3 days", "1": "0 days", "2": "1 day", "6": "5 days", "7": "i do not know"}	3: 2 days, 5: 4 days, 4: 3 days, 1: 0 days, 2: 1 day, 6: 5 days, 7: i do not know	3: 2 dagen, 5: 4 dagen, 4: 3 dagen, 1: 0 dagen, 2: 1 dag, 6: 5 dagen, 7: weet ik niet	on average, how many times per week did your (foster)child(ren) go to the emergency daycare? (class 5)
ik begreep de lesstof die ik moest uitleggen (klas 5)																				covt18_homeschool_adu_q_1_d5b		1	{"6": "niet van toepassing", "3": "niet mee eens, niet mee oneens", "2": "mee eens", "1": "helemaal mee eens", "4": "niet mee eens", "5": "helemaal niet mee eens"}	{"6": "not applicable", "3": "neutral", "2": "agree", "1": "completely agree", "4": "disagree", "5": "completely disagree"}	6: not applicable, 3: neutral, 2: agree, 1: completely agree, 4: disagree, 5: completely disagree	6: niet van toepassing, 3: niet mee eens, niet mee oneens, 2: mee eens, 1: helemaal mee eens, 4: niet mee eens, 5: helemaal niet mee eens	i understood the teaching material that i had to explain (class 5)
ik kon de lesstof goed uitleggen (klas 5)																				covt18_homeschool_adu_q_1_d5c		1	{"1": "helemaal mee eens", "4": "niet mee eens", "3": "niet mee eens, niet mee oneens", "5": "helemaal niet mee eens", "6": "niet van toepassing", "2": "mee eens"}	{"1": "completely agree", "4": "disagree", "3": "neutral", "5": "completely disagree", "6": "not applicable", "2": "agree"}	1: completely agree, 4: disagree, 3: neutral, 5: completely disagree, 6: not applicable, 2: agree	1: helemaal mee eens, 4: niet mee eens, 3: niet mee eens, niet mee oneens, 5: helemaal niet mee eens, 6: niet van toepassing, 2: mee eens	i was well able to explain the teaching material (class 5)
raakte u wel eens gefrustreerd tijdens het geven van thuisonderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5d		1	{"7": "niet van toepassing", "1": "altijd", "6": "nooit", "3": "vaak", "4": "soms", "5": "zelden", "2": "heel vaak"}	{"7": "not applicable", "1": "always", "6": "never", "3": "often", "4": "sometimes", "5": "rarely", "2": "very often"}	7: not applicable, 1: always, 6: never, 3: often, 4: sometimes, 5: rarely, 2: very often	7: niet van toepassing, 1: altijd, 6: nooit, 3: vaak, 4: soms, 5: zelden, 2: heel vaak	did you sometimes get frustrated while home schooling? (class 5)
had(den) uw (pleeg)kind(eren) beschikking over de digitale middelen die nodig waren om online onderwijs te volgen op het moment dat hij/zij dit nodig had(den)? (klas 5)																				covt18_homeschool_adu_q_1_d5e		1	{"3": "soms", "1": "ja, altijd", "2": "ja, meestal", "6": "zeg ik liever niet", "7": "niet van toepassing", "4": "nee, meestal niet", "5": "nee, nooit"}	{"3": "sometimes", "1": "yes, always", "2": "yes, mostly", "6": "i prefer not to say", "7": "not applicable", "4": "no, mostly not", "5": "no, never"}	3: sometimes, 1: yes, always, 2: yes, mostly, 6: i prefer not to say, 7: not applicable, 4: no, mostly not, 5: no, never	3: soms, 1: ja, altijd, 2: ja, meestal, 6: zeg ik liever niet, 7: niet van toepassing, 4: nee, meestal niet, 5: nee, nooit	did your (foster)child(ren) have the digital means that were necessary to follow online lessons available at the moment that they needed it? (class 5)
had u voldoende materialen in huis om de lesstof te behandelen (boeken, knutselspullen, papier, schijfmateriaal, etc.)? (klas 5)																				covt18_homeschool_adu_q_1_d5f		1	{"7": "niet van toepassing", "6": "zeg ik liever niet", "2": "ja, meestal", "4": "nee, meestal niet", "5": "nee, nooit", "3": "soms", "1": "ja, altijd"}	{"7": "not applicable", "6": "i prefer not to say", "2": "yes, mostly", "4": "no, mostly not", "5": "no, never", "3": "sometimes", "1": "yes, always"}	7: not applicable, 6: i prefer not to say, 2: yes, mostly, 4: no, mostly not, 5: no, never, 3: sometimes, 1: yes, always	7: niet van toepassing, 6: zeg ik liever niet, 2: ja, meestal, 4: nee, meestal niet, 5: nee, nooit, 3: soms, 1: ja, altijd	did you have sufficient materials needed for teaching (books, craft materials, paper, writing materials etc.)? (class 5)
hoe beoordeelt u de invulling van het thuisonderwijs door de school? (klas 5)																				covt18_homeschool_adu_q_1_d5g		1	{"4": "slecht", "5": "zeer slecht", "3": "neutraal", "1": "zeer goed", "2": "goed", "6": "niet van toepassing"}	{"4": "bad", "5": "very bad", "3": "neutral", "1": "very good", "2": "good", "6": "not applicable"}	4: bad, 5: very bad, 3: neutral, 1: very good, 2: good, 6: not applicable	4: slecht, 5: zeer slecht, 3: neutraal, 1: zeer goed, 2: goed, 6: niet van toepassing	how do you rate the implementation of home schooling by the school? (class 5)
hoe heeft/hebben uw (pleeg)kind(eren) het thuisonderwijs ervaren? (klas 5)																				covt18_homeschool_adu_q_1_d5h		1	{"7": "niet van toepassing", "4": "slecht", "6": "weet ik niet", "3": "neutraal", "5": "zeer slecht", "1": "zeer goed", "2": "goed"}	{"7": "not applicable", "4": "bad", "6": "i do not know", "3": "neutral", "5": "very bad", "1": "very good", "2": "good"}	7: not applicable, 4: bad, 6: i do not know, 3: neutral, 5: very bad, 1: very good, 2: good	7: niet van toepassing, 4: slecht, 6: weet ik niet, 3: neutraal, 5: zeer slecht, 1: zeer goed, 2: goed	how did your (foster)child(ren) experience home schooling? (class 5)
hoe vaak had(den) uw (pleeg)kind(eren) gemiddeld per week contact met school/leerkracht? (klas 5)																				covt18_homeschool_adu_q_1_d5i		1	{"8": "niet van toepassing", "9": "weet ik niet", "1": "meer dan 1 keer per schooldag", "3": "4 dagen in de week", "2": "elke schooldag", "7": "minder dan 1 dag in de week", "6": "1 dag in de week", "4": "3 dagen in de week", "5": "2 dagen in de week"}	{"8": "not applicable", "9": "i do not know", "1": "more than 1 time per school day", "3": "4 days in the week", "2": "every school day", "7": "less than 1 day in the week", "6": "1 day in the week", "4": "3 days in the week", "5": "2 days in the week"}	8: not applicable, 9: i do not know, 1: more than 1 time per school day, 3: 4 days in the week, 2: every school day, 7: less than 1 day in the week, 6: 1 day in the week, 4: 3 days in the week, 5: 2 days in the week	8: niet van toepassing, 9: weet ik niet, 1: meer dan 1 keer per schooldag, 3: 4 dagen in de week, 2: elke schooldag, 7: minder dan 1 dag in de week, 6: 1 dag in de week, 4: 3 dagen in de week, 5: 2 dagen in de week	on average, how many times per week did your (foster)child(ren) have contact with their teacher? (class 5)
hoe goed kon(den) uw (pleeg)kind(eren) zich concentreren tijdens het thuisonderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5j		1	{"6": "weet ik niet", "7": "niet van toepassing", "1": "zeer goed", "3": "neutraal", "4": "slecht", "5": "zeer slecht", "2": "goed"}	{"6": "i do not know", "7": "not applicable", "1": "very good", "3": "neutral", "4": "bad", "5": "very bad", "2": "good"}	6: i do not know, 7: not applicable, 1: very good, 3: neutral, 4: bad, 5: very bad, 2: good	6: weet ik niet, 7: niet van toepassing, 1: zeer goed, 3: neutraal, 4: slecht, 5: zeer slecht, 2: goed	how well could your (foster)child(ren) concentrate during home schooling? (class 5)
hoeveel begeleiding moest u uw (pleeg)kinderen geven in vergelijking met toen de scholen open waren? (klas 5)																				covt18_homeschool_adu_q_1_d5k		1	{"1": "meer begeleiding", "5": "weet ik niet", "4": "niet van toepassing", "3": "minder begeleiding", "2": "evenveel begeleiding"}	{"1": "more supervision", "5": "i do not know", "4": "not applicable", "3": "less supervision", "2": "the same supervision"}	1: more supervision, 5: i do not know, 4: not applicable, 3: less supervision, 2: the same supervision	1: meer begeleiding, 5: weet ik niet, 4: niet van toepassing, 3: minder begeleiding, 2: evenveel begeleiding	how much supervision did you have to provide to your (foster)child(ren) compared to when the schools were open? (class 5)
verwacht u dat uw (pleeg)kind(eren) een leerachterstand heeft/hebben opgelopen door de schoolsluiting? (klas 5)																				covt18_homeschool_adu_q_1_d5l		1	{"5": "niet van toepassing", "2": "ja, een beetje", "4": "weet ik niet", "1": "ja, heel erg", "3": "nee"}	{"5": "not applicable", "2": "yes, a little", "4": "i do not know", "1": "yes, a lot", "3": "no"}	5: not applicable, 2: yes, a little, 4: i do not know, 1: yes, a lot, 3: no	5: niet van toepassing, 2: ja, een beetje, 4: weet ik niet, 1: ja, heel erg, 3: nee	do you expect that your (foster)child(ren) will lag behind in their education due to the school closure? (class 5)
praktijkonderwijs / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5la		1	{"1": "praktijkonderwijs"}	{"1": "practical programme"}	1: practical programme	1: praktijkonderwijs	practical programme / at which level do(es) your (foster)child(ren) follow an education? (class 5)
basisberoepsgerichte leerweg (vmbo basis) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5lb		1	{"1": "basisberoepsgerichte leerweg (vmbo basis)"}	{"1": "basic vocational programme"}	1: basic vocational programme	1: basisberoepsgerichte leerweg (vmbo basis)	basic vocational programme (vmbo basis) / at which level do(es) your (foster)child(ren) follow an education? (class 5)
kaderberoepsgerichte leerweg (vmbo kader) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5lc		1	{"1": "kaderberoepsgerichte leerweg"}	{"1": "middle-management vocational programme (vmbo kader)"}	1: middle-management vocational programme (vmbo kader)	1: kaderberoepsgerichte leerweg	middle-management vocational programme (vmbo kader) / at which level do(es) your (foster)child(ren) follow an education? (class 5)
gemengde leerweg / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5ld		1	{"1": "gemengde leerweg"}	{"1": "combined programme"}	1: combined programme	1: gemengde leerweg	combined programme / at which level do(es) your (foster)child(ren) follow an education? (class 5)
theoretische leerweg (vmbo-t/mavo) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5le		1	{"1": "theoretische leerweg (vmbo-t/mavo)"}	{"1": "theoretical programme (vmbo-t/mavo)"}	1: theoretical programme (vmbo-t/mavo)	1: theoretische leerweg (vmbo-t/mavo)	theoretical programme (vmbo-t/mavo) / at which level do(es) your (foster)child(ren) follow an education? (class 5)
havo / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5lf		1	{"1": "havo"}	{"1": "senior general secondary education (havo)"}	1: senior general secondary education (havo)	1: havo	senior general secondary education (havo) / at which level do(es) your (foster)child(ren) follow an education? (class 5)
vwo (atheneum/gymnasium/technasium) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5lg		1	{"1": "vwo (atheneum/gymnasium/technasium)"}	{"1": "pre-university secondary education (vwo/gymnasium/atheneum/technasium)"}	1: pre-university secondary education (vwo/gymnasium/atheneum/technasium)	1: vwo (atheneum/gymnasium/technasium)	pre-university secondary education (vwo/gymnasium/atheneum/technasium) / at which level do(es) your (foster)child(ren) follow an education? (class 5)
anders / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5lh		1	{"1": "anders"}	{"1": "other"}	1: other	1: anders	other / at which level do(es) your (foster)child(ren) follow an education? (class 5)
weet ik niet / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 5)																				covt18_homeschool_adu_q_1_d5li		1	{"1": "weet ik niet"}	{"1": "i do not know"}	1: i do not know	1: weet ik niet	i do not know / at which level do(es) your (foster)child(ren) follow an education? (class 5)
voortgezet onderwijs klas 6 / in welke groep/klas zit(ten) uw (pleeg)kind(eren)?																				covt18_homeschool_adu_q_1_d6		1	{"1": "voortgezet onderwijs klas 6"}	{"1": "secondary school class 6"}	1: secondary school class 6	1: voortgezet onderwijs klas 6	secondary school class 6 / in which group or class is/are your (foster)child(ren) enrolled?
hoe vaak ging(en) uw (pleeg)kind(eren) gemiddeld per week naar de noodopvang? (klas 6)																				covt18_homeschool_adu_q_1_d6a		1	{"7": "weet ik niet", "5": "4 dagen", "4": "3 dagen", "6": "5 dagen", "3": "2 dagen", "1": "0 dagen", "2": "1 dag"}	{"7": "i do not know", "5": "4 days", "4": "3 days", "6": "5 days", "3": "2 days", "1": "0 days", "2": "1 day"}	7: i do not know, 5: 4 days, 4: 3 days, 6: 5 days, 3: 2 days, 1: 0 days, 2: 1 day	7: weet ik niet, 5: 4 dagen, 4: 3 dagen, 6: 5 dagen, 3: 2 dagen, 1: 0 dagen, 2: 1 dag	on average, how many times per week did your (foster)child(ren) go to the emergency daycare? (class 6)
ik begreep de lesstof die ik moest uitleggen (klas 6)																				covt18_homeschool_adu_q_1_d6b		1	{"5": "helemaal niet mee eens", "3": "niet mee eens, niet mee oneens", "1": "helemaal mee eens", "2": "mee eens", "4": "niet mee eens", "6": "niet van toepassing"}	{"5": "completely disagree", "3": "neutral", "1": "completely agree", "2": "agree", "4": "disagree", "6": "not applicable"}	5: completely disagree, 3: neutral, 1: completely agree, 2: agree, 4: disagree, 6: not applicable	5: helemaal niet mee eens, 3: niet mee eens, niet mee oneens, 1: helemaal mee eens, 2: mee eens, 4: niet mee eens, 6: niet van toepassing	i understood the teaching material that i had to explain (class 6)
ik kon de lesstof goed uitleggen (klas 6)																				covt18_homeschool_adu_q_1_d6c		1	{"2": "mee eens", "3": "niet mee eens, niet mee oneens", "1": "helemaal mee eens", "5": "helemaal niet mee eens", "6": "niet van toepassing", "4": "niet mee eens"}	{"2": "agree", "3": "neutral", "1": "completely agree", "5": "completely disagree", "6": "not applicable", "4": "disagree"}	2: agree, 3: neutral, 1: completely agree, 5: completely disagree, 6: not applicable, 4: disagree	2: mee eens, 3: niet mee eens, niet mee oneens, 1: helemaal mee eens, 5: helemaal niet mee eens, 6: niet van toepassing, 4: niet mee eens	i was well able to explain the teaching material (class 6)
raakte u wel eens gefrustreerd tijdens het geven van thuisonderwijs? (klas 6)																				covt18_homeschool_adu_q_1_d6d		1	{"6": "nooit", "7": "niet van toepassing", "3": "vaak", "1": "altijd", "2": "heel vaak", "4": "soms", "5": "zelden"}	{"6": "never", "7": "not applicable", "3": "often", "1": "always", "2": "very often", "4": "sometimes", "5": "rarely"}	6: never, 7: not applicable, 3: often, 1: always, 2: very often, 4: sometimes, 5: rarely	6: nooit, 7: niet van toepassing, 3: vaak, 1: altijd, 2: heel vaak, 4: soms, 5: zelden	did you sometimes get frustrated while home schooling? (class 6)
